"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "evalue" "bitscore" "query_cover"
"54318" "CCI69690.1" "NZ_LYMZ01000041.1" 100 276 264 3.94e-136 488 95.65217
"54319" "CCI69690.1" "NZ_LXQO01000042.1" 100 276 264 3.94e-136 488 95.65217
"54320" "CCI69690.1" "NZ_LJCD01000037.1" 100 276 264 3.94e-136 488 95.65217
"54321" "CCI69690.1" "NZ_LJCB01000054.1" 100 276 264 3.94e-136 488 95.65217
"54322" "CCI69690.1" "NZ_JPIQ01000072.1" 100 276 264 3.94e-136 488 95.65217
"54323" "CCI69690.1" "NZ_JPGT01000089.1" 100 276 264 3.94e-136 488 95.65217
"54324" "CCI69690.1" "NZ_JPGS01000083.1" 100 276 264 3.94e-136 488 95.65217
"54325" "CCI69690.1" "NZ_JMSX01000002.1" 100 276 264 3.94e-136 488 95.65217
"54326" "CCI69690.1" "NZ_JMSW01000002.1" 100 276 264 3.94e-136 488 95.65217
"54327" "CCI69690.1" "NZ_FO834904.1" 100 276 264 3.94e-136 488 95.65217
"54328" "CCI69690.1" "NZ_CP018460.1" 100 276 264 3.94e-136 488 95.65217
"54329" "CCI69690.1" "NZ_CP018441.1" 100 276 264 3.94e-136 488 95.65217
"54330" "CCI69690.1" "NZ_CP018434.1" 100 276 264 3.94e-136 488 95.65217
"54331" "CCI69690.1" "NZ_CP018430.1" 100 276 264 3.94e-136 488 95.65217
"54332" "CCI69690.1" "NZ_CP018424.1" 100 276 264 3.94e-136 488 95.65217
"54333" "CCI69690.1" "NZ_CP018365.1" 100 276 264 3.94e-136 488 95.65217
"54334" "CCI69690.1" "NZ_CP018355.1" 100 276 264 3.94e-136 488 95.65217
"54335" "CCI69690.1" "NZ_CP018340.1" 100 276 264 3.94e-136 488 95.65217
"54336" "CCI69690.1" "NZ_CP017935.1" 100 276 264 3.94e-136 488 95.65217
"54337" "CCI69690.1" "NZ_CP017386.1" 100 276 264 3.94e-136 488 95.65217
"54338" "CCI69690.1" "NZ_CP016922.1" 100 276 264 3.94e-136 488 95.65217
"54339" "CCI69690.1" "NZ_CP016810.1" 100 276 264 3.94e-136 488 95.65217
"54340" "CCI69690.1" "NZ_CP015824.1" 100 276 264 3.94e-136 488 95.65217
"54341" "CCI69690.1" "NZ_CP015386.1" 100 276 264 3.94e-136 488 95.65217
"54342" "CCI69690.1" "NZ_CP015383.1" 100 276 264 3.94e-136 488 95.65217
"54343" "CCI69690.1" "NZ_CP015135.1" 100 276 264 3.94e-136 488 95.65217
"54344" "CCI69690.1" "NZ_CP015132.1" 100 276 264 3.94e-136 488 95.65217
"54345" "CCI69690.1" "NZ_CP014765.1" 100 276 264 3.94e-136 488 95.65217
"54346" "CCI69690.1" "NZ_CP014649.1" 100 276 264 3.94e-136 488 95.65217
"54347" "CCI69690.1" "NZ_CP014005.1" 100 276 264 3.94e-136 488 95.65217
"54348" "CCI69690.1" "NZ_CP013323.1" 100 276 264 3.94e-136 488 95.65217
"54349" "CCI69690.1" "NZ_CP012884.1" 100 276 264 3.94e-136 488 95.65217
"54350" "CCI69690.1" "NZ_CP012571.1" 100 276 264 3.94e-136 488 95.65217
"54351" "CCI69690.1" "NZ_CP012566.1" 100 276 264 3.94e-136 488 95.65217
"54352" "CCI69690.1" "NZ_CP011990.1" 100 276 264 3.94e-136 488 95.65217
"54353" "CCI69690.1" "NZ_CP011981.1" 100 276 264 3.94e-136 488 95.65217
"54354" "CCI69690.1" "NZ_CP011977.1" 100 276 264 3.94e-136 488 95.65217
"54355" "CCI69690.1" "NZ_CP011623.1" 100 276 264 3.94e-136 488 95.65217
"54356" "CCI69690.1" "NZ_CP011577.1" 100 276 264 3.94e-136 488 95.65217
"54357" "CCI69690.1" "NZ_CP010574.1" 100 276 264 3.94e-136 488 95.65217
"54358" "CCI69690.1" "NZ_CP010393.1" 100 276 264 3.94e-136 488 95.65217
"54359" "CCI69690.1" "NZ_CP010390.1" 100 276 264 3.94e-136 488 95.65217
"54360" "CCI69690.1" "NZ_CP009879.1" 100 276 264 3.94e-136 488 95.65217
"54361" "CCI69690.1" "NZ_CP009777.1" 100 276 264 3.94e-136 488 95.65217
"54362" "CCI69690.1" "NZ_CP009115.1" 100 276 264 3.94e-136 488 95.65217
"54363" "CCI69690.1" "NZ_CP008932.1" 100 276 264 3.94e-136 488 95.65217
"54364" "CCI69690.1" "NZ_CP008930.1" 100 276 264 3.94e-136 488 95.65217
"54365" "CCI69690.1" "NZ_CP008829.1" 100 276 264 3.94e-136 488 95.65217
"54366" "CCI69690.1" "NZ_CP008800.1" 100 276 264 3.94e-136 488 95.65217
"54367" "CCI69690.1" "NZ_CP007734.1" 100 276 264 3.94e-136 488 95.65217
"54368" "CCI69690.1" "NZ_CP007729.1" 100 276 264 3.94e-136 488 95.65217
"54369" "CCI69690.1" "NZ_CP006927.1" 100 276 264 3.94e-136 488 95.65217
"54370" "CCI69690.1" "NZ_AP014952.1" 100 276 264 3.94e-136 488 95.65217
"54371" "CCI69690.1" "NC_032103.1" 100 276 264 3.94e-136 488 95.65217
"54372" "CCI69690.1" "NC_024992.1" 100 276 264 3.94e-136 488 95.65217
"54373" "CCI69690.1" "NC_023905.1" 100 276 264 3.94e-136 488 95.65217
"54374" "CCI69690.1" "NC_023332.1" 100 276 264 3.94e-136 488 95.65217
"54375" "CCI69690.1" "NC_022078.1" 100 276 264 3.94e-136 488 95.65217
"54376" "CCI69690.1" "NC_021654.1" 100 276 264 3.94e-136 488 95.65217
"54377" "CCI69690.1" "NC_021198.1" 100 276 264 3.94e-136 488 95.65217
"54378" "CCI69690.1" "NC_020132.1" 100 276 264 3.94e-136 488 95.65217
"54379" "CCI69690.1" "NC_020087.1" 100 276 264 3.94e-136 488 95.65217
"54380" "CCI69690.1" "NC_019390.1" 100 276 264 3.94e-136 488 95.65217
"54381" "CCI69690.1" "NC_015154.1" 100 276 264 3.94e-136 488 95.65217
"54382" "CCI69690.1" "NC_013950.1" 100 276 264 3.94e-136 488 95.65217
"54383" "CCI69690.1" "NC_009649.1" 100 276 264 3.94e-136 488 95.65217
"54384" "CCI69690.1" "MNPH01000039.1" 100 276 264 3.94e-136 488 95.65217
"54385" "CCI69690.1" "MNPF01000042.1" 100 276 264 3.94e-136 488 95.65217
"54386" "CCI69690.1" "LZCZ01000009.1" 100 276 264 3.94e-136 488 95.65217
"54387" "CCI69690.1" "LZCY01000010.1" 100 276 264 3.94e-136 488 95.65217
"54388" "CCI69690.1" "LYMZ01000041.1" 100 276 264 3.94e-136 488 95.65217
"54389" "CCI69690.1" "LXQO01000042.1" 100 276 264 3.94e-136 488 95.65217
"54390" "CCI69690.1" "LT216439.1" 100 276 264 3.94e-136 488 95.65217
"54391" "CCI69690.1" "LT009688.1" 100 276 264 3.94e-136 488 95.65217
"54392" "CCI69690.1" "LM994717.1" 100 276 264 3.94e-136 488 95.65217
"54393" "CCI69690.1" "LJCD01000037.1" 100 276 264 3.94e-136 488 95.65217
"54394" "CCI69690.1" "LJCB01000054.1" 100 276 264 3.94e-136 488 95.65217
"54395" "CCI69690.1" "LC056097.1" 100 276 264 3.94e-136 488 95.65217
"54396" "CCI69690.1" "KU295132.1" 100 276 264 3.94e-136 488 95.65217
"54397" "CCI69690.1" "KT896504.1" 100 276 264 3.94e-136 488 95.65217
"54398" "CCI69690.1" "KT203286.1" 100 276 264 3.94e-136 488 95.65217
"54399" "CCI69690.1" "KP987218.1" 100 276 264 3.94e-136 488 95.65217
"54400" "CCI69690.1" "KF874498.1" 100 276 264 3.94e-136 488 95.65217
"54401" "CCI69690.1" "KF719970.1" 100 276 264 3.94e-136 488 95.65217
"54402" "CCI69690.1" "JX442974.1" 100 276 264 3.94e-136 488 95.65217
"54403" "CCI69690.1" "JX430448.1" 100 276 264 3.94e-136 488 95.65217
"54404" "CCI69690.1" "JX424424.1" 100 276 264 3.94e-136 488 95.65217
"54405" "CCI69690.1" "JPIQ01000072.1" 100 276 264 3.94e-136 488 95.65217
"54406" "CCI69690.1" "JPGT01000089.1" 100 276 264 3.94e-136 488 95.65217
"54407" "CCI69690.1" "JPGS01000083.1" 100 276 264 3.94e-136 488 95.65217
"54408" "CCI69690.1" "JN233704.1" 100 276 264 3.94e-136 488 95.65217
"54409" "CCI69690.1" "JMSX01000002.1" 100 276 264 3.94e-136 488 95.65217
"54410" "CCI69690.1" "JMSW01000002.1" 100 276 264 3.94e-136 488 95.65217
"54411" "CCI69690.1" "HQ202266.1" 100 276 264 3.94e-136 488 95.65217
"54412" "CCI69690.1" "HG969998.1" 100 276 264 3.94e-136 488 95.65217
"54413" "CCI69690.1" "HG969996.1" 100 276 264 3.94e-136 488 95.65217
"54414" "CCI69690.1" "HF545434.1" 100 276 264 3.94e-136 488 95.65217
"54415" "CCI69690.1" "FO834904.1" 100 276 264 3.94e-136 488 95.65217
"54416" "CCI69690.1" "FJ876826.1" 100 276 264 3.94e-136 488 95.65217
"54417" "CCI69690.1" "CP018675.1" 100 276 264 3.94e-136 488 95.65217
"54418" "CCI69690.1" "CP018460.1" 100 276 264 3.94e-136 488 95.65217
"54419" "CCI69690.1" "CP018441.1" 100 276 264 3.94e-136 488 95.65217
"54420" "CCI69690.1" "CP018434.1" 100 276 264 3.94e-136 488 95.65217
"54421" "CCI69690.1" "CP018430.1" 100 276 264 3.94e-136 488 95.65217
"54422" "CCI69690.1" "CP018424.1" 100 276 264 3.94e-136 488 95.65217
"54423" "CCI69690.1" "CP018365.1" 100 276 264 3.94e-136 488 95.65217
"54424" "CCI69690.1" "CP018355.1" 100 276 264 3.94e-136 488 95.65217
"54425" "CCI69690.1" "CP018351.1" 100 276 264 3.94e-136 488 95.65217
"54426" "CCI69690.1" "CP018340.1" 100 276 264 3.94e-136 488 95.65217
"54427" "CCI69690.1" "CP017935.1" 100 276 264 3.94e-136 488 95.65217
"54428" "CCI69690.1" "CP017386.1" 100 276 264 3.94e-136 488 95.65217
"54429" "CCI69690.1" "CP016922.1" 100 276 264 3.94e-136 488 95.65217
"54430" "CCI69690.1" "CP016810.1" 100 276 264 3.94e-136 488 95.65217
"54431" "CCI69690.1" "CP015824.1" 100 276 264 3.94e-136 488 95.65217
"54432" "CCI69690.1" "CP015393.1" 100 276 264 3.94e-136 488 95.65217
"54433" "CCI69690.1" "CP015386.1" 100 276 264 3.94e-136 488 95.65217
"54434" "CCI69690.1" "CP015383.1" 100 276 264 3.94e-136 488 95.65217
"54435" "CCI69690.1" "CP015135.1" 100 276 264 3.94e-136 488 95.65217
"54436" "CCI69690.1" "CP015132.1" 100 276 264 3.94e-136 488 95.65217
"54437" "CCI69690.1" "CP014765.1" 100 276 264 3.94e-136 488 95.65217
"54438" "CCI69690.1" "CP014649.1" 100 276 264 3.94e-136 488 95.65217
"54439" "CCI69690.1" "CP014005.1" 100 276 264 3.94e-136 488 95.65217
"54440" "CCI69690.1" "CP013323.1" 100 276 264 3.94e-136 488 95.65217
"54441" "CCI69690.1" "CP012884.1" 100 276 264 3.94e-136 488 95.65217
"54442" "CCI69690.1" "CP012571.1" 100 276 264 3.94e-136 488 95.65217
"54443" "CCI69690.1" "CP012566.1" 100 276 264 3.94e-136 488 95.65217
"54444" "CCI69690.1" "CP011990.1" 100 276 264 3.94e-136 488 95.65217
"54445" "CCI69690.1" "CP011981.1" 100 276 264 3.94e-136 488 95.65217
"54446" "CCI69690.1" "CP011977.1" 100 276 264 3.94e-136 488 95.65217
"54447" "CCI69690.1" "CP011623.1" 100 276 264 3.94e-136 488 95.65217
"54448" "CCI69690.1" "CP011577.1" 100 276 264 3.94e-136 488 95.65217
"54449" "CCI69690.1" "CP010574.1" 100 276 264 3.94e-136 488 95.65217
"54450" "CCI69690.1" "CP010393.1" 100 276 264 3.94e-136 488 95.65217
"54451" "CCI69690.1" "CP010390.1" 100 276 264 3.94e-136 488 95.65217
"54452" "CCI69690.1" "CP009879.1" 100 276 264 3.94e-136 488 95.65217
"54453" "CCI69690.1" "CP009777.1" 100 276 264 3.94e-136 488 95.65217
"54454" "CCI69690.1" "CP009115.1" 100 276 264 3.94e-136 488 95.65217
"54455" "CCI69690.1" "CP008932.1" 100 276 264 3.94e-136 488 95.65217
"54456" "CCI69690.1" "CP008930.1" 100 276 264 3.94e-136 488 95.65217
"54457" "CCI69690.1" "CP008829.1" 100 276 264 3.94e-136 488 95.65217
"54458" "CCI69690.1" "CP008800.1" 100 276 264 3.94e-136 488 95.65217
"54459" "CCI69690.1" "CP007734.1" 100 276 264 3.94e-136 488 95.65217
"54460" "CCI69690.1" "CP007729.1" 100 276 264 3.94e-136 488 95.65217
"54461" "CCI69690.1" "CP006927.1" 100 276 264 3.94e-136 488 95.65217
"54462" "CCI69690.1" "CP006657.1" 100 276 264 3.94e-136 488 95.65217
"54463" "CCI69690.1" "CP000648.1" 100 276 264 3.94e-136 488 95.65217
"54464" "CCI69690.1" "AP014952.1" 100 276 264 3.94e-136 488 95.65217
"54465" "CCI69690.1" "AP012055.1" 100 276 264 3.94e-136 488 95.65217
"54628" "CDR98275.1" "LK391770.1" 100 321 321 9.6e-168 593 100
"55384" "AJF79772.1" "KP008371.1" 100 300 300 4.21e-156 555 100
"55439" "EEW43933.1" "NC_021231.1" 100 324 324 2.08e-169 599 100
"55440" "EEW43933.1" "FO203500.1" 100 324 324 2.08e-169 599 100
"56325" "CEL88591.1" "KP689347.1" 100 171 171 1.14e-84 316 100
"56427" "AKS10511.1" "KR091915.1" 100 330 330 9.83e-173 610 100
"57134" "BAN08166.1" "NZ_LBHS01000010.1" 100 288 288 1.88e-149 532 100
"57135" "BAN08166.1" "NZ_CP013160.1" 100 288 288 1.88e-149 532 100
"57136" "BAN08166.1" "NC_020823.1" 100 288 288 1.88e-149 532 100
"57137" "BAN08166.1" "LBHS01000010.1" 100 288 288 1.88e-149 532 100
"57138" "BAN08166.1" "CP013160.1" 100 288 288 1.88e-149 532 100
"57139" "BAN08166.1" "AP012172.1" 100 288 288 1.88e-149 532 100
"57223" "AIR11880.1" "NZ_CP007649.1" 100 273 273 3.87e-141 505 100
"57224" "AIR11880.1" "CP007649.1" 100 273 273 3.87e-141 505 100
"57225" "KRM55612.1" "NC_022601.1" 100 207 207 1.38e-104 383 100
"57226" "KRM55612.1" "CP006813.1" 100 207 207 1.38e-104 383 100
"58191" "AIR11745.1" "NZ_CP007648.1" 100 213 213 6.6e-108 394 100
"58192" "AIR11745.1" "CP007648.1" 100 213 213 6.6e-108 394 100
"58193" "AJA81578.1" "CP005981.1" 100 234 234 1.56e-119 433 100
"58539" "AJS10497.1" "NZ_CP019031.1" 100 282 282 3.98e-146 521 100
"58540" "AJS10497.1" "KM063576.1" 100 282 282 3.98e-146 521 100
"58541" "AJS10497.1" "CP019031.1" 100 282 282 3.98e-146 521 100
"58735" "AKI05436.1" "NZ_CP011405.1" 100 336 336 4.63e-176 621 100
"58736" "AKI05436.1" "CP011405.1" 100 336 336 4.63e-176 621 100
"58755" "AKP04343.1" "CP012178.1" 100 279 279 1.83e-144 516 100
"58756" "AKP04343.1" "CP011953.1" 100 279 279 1.83e-144 516 100
"59439" "KRO07722.1" "NZ_CP019032.1" 100 201 201 2.89e-101 372 100
"59440" "KRO07722.1" "NZ_CP018327.1" 100 201 201 2.89e-101 372 100
"59441" "KRO07722.1" "NZ_CP018326.1" 100 201 201 2.89e-101 372 100
"59442" "KRO07722.1" "NZ_CP012189.1" 100 201 201 2.89e-101 372 100
"59443" "KRO07722.1" "NZ_AP014681.1" 100 201 201 2.89e-101 372 100
"59444" "KRO07722.1" "NC_019554.1" 100 201 201 2.89e-101 372 100
"59445" "KRO07722.1" "NC_019553.1" 100 201 201 2.89e-101 372 100
"59446" "KRO07722.1" "NC_015603.1" 100 201 201 2.89e-101 372 100
"59447" "KRO07722.1" "NC_008502.1" 100 201 201 2.89e-101 372 100
"59448" "KRO07722.1" "LN898145.1" 100 201 201 2.89e-101 372 100
"59449" "KRO07722.1" "JX416329.1" 100 201 201 2.89e-101 372 100
"59450" "KRO07722.1" "JX416328.1" 100 201 201 2.89e-101 372 100
"59451" "KRO07722.1" "CP019032.1" 100 201 201 2.89e-101 372 100
"59452" "KRO07722.1" "CP018327.1" 100 201 201 2.89e-101 372 100
"59453" "KRO07722.1" "CP018326.1" 100 201 201 2.89e-101 372 100
"59454" "KRO07722.1" "CP012189.1" 100 201 201 2.89e-101 372 100
"59455" "KRO07722.1" "CP002766.1" 100 201 201 2.89e-101 372 100
"59456" "KRO07722.1" "CP000424.1" 100 201 201 2.89e-101 372 100
"59457" "KRO07722.1" "AP014681.1" 100 201 201 2.89e-101 372 100
"59467" "KRO07722.1" "NZ_CP014900.1" 100 201 198 1.35e-99 366 98.50746
"59475" "KRO07722.1" "NZ_CP014874.1" 100 201 198 1.35e-99 366 98.50746
"59478" "KRO07722.1" "NZ_CP014624.1" 100 201 198 1.35e-99 366 98.50746
"59504" "KRO07722.1" "CP014900.1" 100 201 198 1.35e-99 366 98.50746
"59512" "KRO07722.1" "CP014874.1" 100 201 198 1.35e-99 366 98.50746
"59515" "KRO07722.1" "CP014624.1" 100 201 198 1.35e-99 366 98.50746
"59610" "EPD07689.1" "NZ_CP012291.1" 100 408 408 0 754 100
"59611" "EPD07689.1" "CP012291.1" 100 408 408 0 754 100
"59616" "KRK84318.1" "NC_004942.1" 100 357 357 0 660 100
"59617" "KRK84318.1" "AF438419.1" 100 357 357 0 660 100
"59654" "AGO00175.1" "NC_021496.1" 100 177 177 5.47e-88 327 100
"59655" "AGO00175.1" "CP006014.1" 100 177 177 5.47e-88 327 100
"59974" "AIR11881.1" "NZ_CP007649.1" 100 258 258 7.92e-133 477 100
"59975" "AIR11881.1" "CP007649.1" 100 258 258 7.92e-133 477 100
"59976" "AJA81478.1" "CP005979.1" 100 357 357 0 660 100
"60117" "AJQ16968.1" "KF559313.1" 100 357 357 0 660 100
"60295" "AKD43743.1" "KP718939.1" 100 345 345 0 638 100
"60378" "KRK84373.1" "NZ_CP018328.1" 100 225 225 1.5e-114 416 100
"60379" "KRK84373.1" "NZ_CP018328.1" 100 225 225 1.5e-114 416 100
"60380" "KRK84373.1" "NZ_CP014629.1" 100 225 225 1.5e-114 416 100
"60381" "KRK84373.1" "NZ_CP012287.1" 100 225 225 1.5e-114 416 100
"60382" "KRK84373.1" "NZ_CP012274.1" 100 225 225 1.5e-114 416 100
"60383" "KRK84373.1" "CP018328.1" 100 225 225 1.5e-114 416 100
"60384" "KRK84373.1" "CP018328.1" 100 225 225 1.5e-114 416 100
"60385" "KRK84373.1" "CP014629.1" 100 225 225 1.5e-114 416 100
"60386" "KRK84373.1" "CP012287.1" 100 225 225 1.5e-114 416 100
"60387" "KRK84373.1" "CP012274.1" 100 225 225 1.5e-114 416 100
"60454" "ALO75832.1" "KT149388.1" 100 348 348 0 643 100
"60493" "KRK62711.1" "NZ_CP014892.1" 100 228 228 3.27e-116 422 100
"60494" "KRK62711.1" "NZ_CP014631.1" 100 228 228 3.27e-116 422 100
"60495" "KRK62711.1" "NZ_CP013173.1" 100 228 228 3.27e-116 422 100
"60496" "KRK62711.1" "NZ_AP014681.1" 100 228 228 3.27e-116 422 100
"60497" "KRK62711.1" "LN898145.1" 100 228 228 3.27e-116 422 100
"60499" "KRK62711.1" "CP014892.1" 100 228 228 3.27e-116 422 100
"60500" "KRK62711.1" "CP014631.1" 100 228 228 3.27e-116 422 100
"60501" "KRK62711.1" "CP013173.1" 100 228 228 3.27e-116 422 100
"60502" "KRK62711.1" "AP014681.1" 100 228 228 3.27e-116 422 100
"60503" "KRK62711.1" "NZ_CP012296.1" 100 228 227 1.18e-115 420 99.5614
"60504" "KRK62711.1" "CP012296.1" 100 228 227 1.18e-115 420 99.5614
"60538" "KRM33659.1" "NZ_KQ034037.1" 100 183 183 2.63e-91 339 100
"60539" "KRM33659.1" "NZ_CP014901.1" 100 183 183 2.63e-91 339 100
"60540" "KRM33659.1" "NZ_CP014892.1" 100 183 183 2.63e-91 339 100
"60541" "KRM33659.1" "NZ_CP014875.1" 100 183 183 2.63e-91 339 100
"60542" "KRM33659.1" "NZ_CP014631.1" 100 183 183 2.63e-91 339 100
"60543" "KRM33659.1" "NZ_CP013173.1" 100 183 183 2.63e-91 339 100
"60544" "KRM33659.1" "NZ_AP014681.1" 100 183 183 2.63e-91 339 100
"60545" "KRM33659.1" "LN898145.1" 100 183 183 2.63e-91 339 100
"60547" "KRM33659.1" "KQ034037.1" 100 183 183 2.63e-91 339 100
"60548" "KRM33659.1" "JXJQ01000021.1" 100 183 183 2.63e-91 339 100
"60549" "KRM33659.1" "CP014901.1" 100 183 183 2.63e-91 339 100
"60550" "KRM33659.1" "CP014892.1" 100 183 183 2.63e-91 339 100
"60551" "KRM33659.1" "CP014875.1" 100 183 183 2.63e-91 339 100
"60552" "KRM33659.1" "CP014631.1" 100 183 183 2.63e-91 339 100
"60553" "KRM33659.1" "CP013173.1" 100 183 183 2.63e-91 339 100
"60554" "KRM33659.1" "CP005982.1" 100 183 183 2.63e-91 339 100
"60555" "KRM33659.1" "AP014681.1" 100 183 183 2.63e-91 339 100
"60556" "KRM33659.1" "NZ_CP012296.1" 100 183 182 9.45e-91 337 99.45355
"60557" "KRM33659.1" "CP012296.1" 100 183 182 9.45e-91 337 99.45355
"60583" "ALO75856.1" "KT149390.1" 100 303 303 9.14e-158 560 100
"60628" "CDI64860.1" "NZ_CP009908.1" 100 321 321 9.6e-168 593 100
"60629" "CDI64860.1" "CP009908.1" 100 321 321 9.6e-168 593 100
"60641" "EEW20233.1" "NZ_LXQS01000015.1" 100 291 291 4.1e-151 538 100
"60642" "EEW20233.1" "NZ_LXQR01000011.1" 100 291 291 4.1e-151 538 100
"60643" "EEW20233.1" "NZ_LXQQ01000018.1" 100 291 291 4.1e-151 538 100
"60644" "EEW20233.1" "NZ_JZCU01000022.1" 100 291 291 4.1e-151 538 100
"60645" "EEW20233.1" "NZ_JZCS01000018.1" 100 291 291 4.1e-151 538 100
"60646" "EEW20233.1" "NZ_JYJO01000004.1" 100 291 291 4.1e-151 538 100
"60647" "EEW20233.1" "NZ_HG813250.1" 100 291 291 4.1e-151 538 100
"60648" "EEW20233.1" "NZ_CP015985.1" 100 291 291 4.1e-151 538 100
"60649" "EEW20233.1" "NZ_CP011399.1" 100 291 291 4.1e-151 538 100
"60650" "EEW20233.1" "NC_022045.1" 100 291 291 4.1e-151 538 100
"60651" "EEW20233.1" "NC_021828.1" 100 291 291 4.1e-151 538 100
"60652" "EEW20233.1" "NC_018889.1" 100 291 291 4.1e-151 538 100
"60653" "EEW20233.1" "NC_018888.1" 100 291 291 4.1e-151 538 100
"60654" "EEW20233.1" "NC_014495.1" 100 291 291 4.1e-151 538 100
"60655" "EEW20233.1" "NC_014255.1" 100 291 291 4.1e-151 538 100
"60656" "EEW20233.1" "LXQS01000015.1" 100 291 291 4.1e-151 538 100
"60657" "EEW20233.1" "LXQR01000011.1" 100 291 291 4.1e-151 538 100
"60658" "EEW20233.1" "LXQQ01000018.1" 100 291 291 4.1e-151 538 100
"60659" "EEW20233.1" "KX467250.1" 100 291 291 4.1e-151 538 100
"60660" "EEW20233.1" "JZCU01000022.1" 100 291 291 4.1e-151 538 100
"60661" "EEW20233.1" "JZCS01000018.1" 100 291 291 4.1e-151 538 100
"60662" "EEW20233.1" "JYJO01000004.1" 100 291 291 4.1e-151 538 100
"60663" "EEW20233.1" "HG813250.1" 100 291 291 4.1e-151 538 100
"60664" "EEW20233.1" "GU244485.1" 100 291 291 4.1e-151 538 100
"60665" "EEW20233.1" "FR667692.1" 100 291 291 4.1e-151 538 100
"60666" "EEW20233.1" "FR667691.1" 100 291 291 4.1e-151 538 100
"60667" "EEW20233.1" "FR667690.1" 100 291 291 4.1e-151 538 100
"60668" "EEW20233.1" "CP015985.1" 100 291 291 4.1e-151 538 100
"60669" "EEW20233.1" "CP011399.1" 100 291 291 4.1e-151 538 100
"60670" "EEW20233.1" "CP006611.1" 100 291 291 4.1e-151 538 100
"60671" "EEW20233.1" "CP006595.1" 100 291 291 4.1e-151 538 100
"60929" "KRN18352.1" "NC_016636.1" 100 192 192 2.76e-96 355 100
"60930" "KRN18352.1" "CP003140.1" 100 192 192 2.76e-96 355 100
"61115" "EFC71495.1" "NC_022111.1" 100 216 216 1.44e-109 399 100
"61116" "EFC71495.1" "CP003667.1" 100 216 216 1.44e-109 399 100
"61122" "ALV81800.1" "NZ_CP017672.1" 100 243 243 1.61e-124 449 100
"61124" "ALV81800.1" "NC_020123.1" 100 243 243 1.61e-124 449 100
"61126" "ALV81800.1" "JQ996150.1" 100 243 243 1.61e-124 449 100
"61128" "ALV81800.1" "CP017672.1" 100 243 243 1.61e-124 449 100
"61130" "ALV81800.1" "CP012903.1" 100 243 243 1.61e-124 449 100
"61133" "ALV81867.1" "CP012904.1" 100 225 225 1.5e-114 416 100
"61134" "ALV81821.1" "CP012903.1" 100 279 279 1.83e-144 516 100
"61143" "ALV81801.1" "NZ_CP017672.1" 100 294 294 8.9e-153 544 100
"61146" "ALV81801.1" "NC_020123.1" 100 294 294 8.9e-153 544 100
"61149" "ALV81801.1" "JQ996150.1" 100 294 294 8.9e-153 544 100
"61152" "ALV81801.1" "CP017672.1" 100 294 294 8.9e-153 544 100
"61155" "ALV81801.1" "CP012903.1" 100 294 294 8.9e-153 544 100
"61158" "ALV81866.1" "CP012904.1" 100 267 267 8.17e-138 494 100
"61160" "AJE60874.1" "KJ951052.1" 100 243 243 1.61e-124 449 100
"62629" "AGZ48441.1" "X92945.2" 100 195 181 3.66e-90 335 92.82051
"62632" "AGZ48441.1" "X72021.1" 100 195 181 3.66e-90 335 92.82051
"62633" "AGZ48441.1" "NC_014726.1" 100 195 181 3.66e-90 335 92.82051
"62636" "AGZ48441.1" "NC_008445.1" 100 195 181 3.66e-90 335 92.82051
"62639" "AGZ48441.1" "NC_004566.1" 100 195 181 3.66e-90 335 92.82051
"62640" "AGZ48441.1" "NC_002136.1" 100 195 181 3.66e-90 335 92.82051
"62641" "AGZ48441.1" "KX810026.1" 100 195 181 3.66e-90 335 92.82051
"62643" "AGZ48441.1" "HF570055.1" 100 195 181 3.66e-90 335 92.82051
"62644" "AGZ48441.1" "AJ549242.1" 100 195 181 3.66e-90 335 92.82051
"62646" "AGZ48441.1" "AJ488494.2" 100 195 181 3.66e-90 335 92.82051
"62647" "AGZ48441.1" "AF030064.1" 100 195 181 3.66e-90 335 92.82051
"62648" "AGZ48441.1" "AEQT01000893.1" 100 195 181 3.66e-90 335 92.82051
"62650" "AGZ48441.1" "AB563188.1" 100 195 181 3.66e-90 335 92.82051
"62854" "ETJ94293.1" "X92945.2" 100 133 133 1.12e-63 246 100
"62857" "ETJ94293.1" "X72021.1" 100 133 133 1.12e-63 246 100
"62858" "ETJ94293.1" "NZ_LPUE01000006.1" 100 133 133 1.12e-63 246 100
"62859" "ETJ94293.1" "NZ_LPUE01000006.1" 100 133 133 1.12e-63 246 100
"62860" "ETJ94293.1" "NZ_GG692895.1" 100 133 133 1.12e-63 246 100
"62862" "ETJ94293.1" "NZ_GG692659.1" 100 133 133 1.12e-63 246 100
"62864" "ETJ94293.1" "NZ_GG692536.1" 100 133 133 1.12e-63 246 100
"62865" "ETJ94293.1" "NZ_CP018066.1" 100 133 133 1.12e-63 246 100
"62867" "ETJ94293.1" "NZ_CP011830.1" 100 133 133 1.12e-63 246 100
"62868" "ETJ94293.1" "NC_019284.1" 100 133 133 1.12e-63 246 100
"62870" "ETJ94293.1" "NC_019213.1" 100 133 133 1.12e-63 246 100
"62872" "ETJ94293.1" "NC_018222.1" 100 133 133 1.12e-63 246 100
"62874" "ETJ94293.1" "NC_017962.1" 100 133 133 1.12e-63 246 100
